page,feature_name,context,word_count,has_thai_music,has_jazz,has_ml_terms,has_fusion
247,improvisation,"ythmic ostinato produced by the guitar, second alto, and to some extent bass parts to echo  the rhythmic complexity that has been integrated into the improvisation. Additionally, the  polyrhythm created by the lead trumpet part creates a contradiction to the semi-tutti passages  and rhythmic patterns of the solo",268,False,True,False,False
248,improvisation,CHAPTER 7: Jazz Orchestra Portraits of Thailand      232  contrapuntal motions toward the improvisation and providing a resolution to the climax  section before moving to the next section (Figure 7.52).    Figure 7.52a: Compositional techniques used in,42,False,True,False,False
249,rhythm,"CHAPTER 7: Jazz Orchestra Portraits of Thailand      233    Figure 7.52b: The second climax section of “Singora,” continued.    The rhythmic patterns and harmonic progressions used in the G section (the second  monologue) draw on the practice of contemporary jazz fusion that integrates musical ele",73,False,True,False,True
249,harmony,"TER 7: Jazz Orchestra Portraits of Thailand      233    Figure 7.52b: The second climax section of “Singora,” continued.    The rhythmic patterns and harmonic progressions used in the G section (the second  monologue) draw on the practice of contemporary jazz fusion that integrates musical elements  from neo-soul, R&B,",73,False,True,False,True
249,cross_cultural,"continued.    The rhythmic patterns and harmonic progressions used in the G section (the second  monologue) draw on the practice of contemporary jazz fusion that integrates musical elements  from neo-soul, R&B, and gospel music. For example, I based the drum patterns in the piece  on those frequently empl",73,False,True,False,True
250,jazz_chord,"t use of extended harmonies  containing ma9 and m9 chords, which can be frequently heard in neo-soul and contemporary  gospel music. In addition, the chord progressions used to accompany this second monologue  were influenced by the chord progressions of contemporary jazz fusion. These chords— namely A♭ma9 (♭IIIma7)",345,False,True,False,True
250,cross_cultural,ry of Pra Suthon  and Manora. This monologue is also narrated by the female vocalist and is supported by the  rhythm and harmony of contemporary jazz fusion. An English translation of the second   monologue is provided below:      “I insistently forbid him to follow me because the journey to the realm of,345,False,True,False,True
251,improvisation,"nal response. Before reaching the  conclusion of the second monologue, the guitar player and the first alto (on soprano  saxophone) perform an ad-lib improvisation, integrate their musical expression with the story   from ancient Thai literature (Figure 7.55).",135,False,True,False,False
252,rhythm,"G section of “Singora”  (mm.241-246).    Inspired by polyrhythmic practices, the structure of the final part of “Singora” is based on four  separate rhythmic patterns. These four distinct rhythms occur in different sections of the  ensemble. The first occurs in the woodwind section, which performs a fast-moving pa",62,False,True,False,False
255,thai_scale,"o” and “Long  Mae Ping.” The original melody first appears in the flute parts, and constitutes six measures of  melodic patterns based on the F major pentatonic scale. This melody depicts the sound of calm  and gentleness of northern Thai music. It is later developed and expanded to four different  variations",409,True,True,False,False
256,rhythm,"rast to the  3/4 or 4/4 time signatures typical in ballads. Odd-numbered note groupings and rhythmic  displacements generate contrasting ideas to the rhythmic patterns of slow swing ride-cymbal  patterns, and appear in the various places of the guitar, organ, bass clarinet, and bass parts.      Unlike in the other",162,False,True,False,False
256,improvisation,"de-cymbal  patterns, and appear in the various places of the guitar, organ, bass clarinet, and bass parts.      Unlike in the other compositions, the improvisation of “The Northern Rhapsody” is primarily  performed by the drummer, which is rare in jazz ballad compositions. The flugelhorn and  soprano saxophone a",162,False,True,False,False
260,improvisation,measures    H section (third solo section)    5.35-5.59    Third short solo section in  11/8 (blues)  Soprano saxophone player  and pianist provided  improvisational  performance.   Bass and baritone  saxophone construct  ostinato.   mm.98-102  5 measures    I section (outro)    6.00- 6.54,72,False,True,False,False
261,improvisation,CHAPTER 7: Jazz Orchestra Portraits of Thailand      245  Outro (Cadenza)    Soprano saxophone keeps  improvising over the five  four chords. The  composition ends in   Amaj13♯11.    mm.103 -108  6 measures    COMPOSITIONAL DISCUSSIONS     The first melody sectio,239,False,True,False,False
263,thai_scale,"Northern  Rhapsody” (mm.10-14).    I later composed the thematic melody for the vocal part of “The Northern Rhapsody,” which  is based on the F major pentatonic scale. My intent was to capture the sound of northern Thai  music, which tends to be more calm and gentle when compared with the music of other regio",187,True,True,False,False
264,thai_scale,"second  melodic variation, I partly transposed the fundamental melodic line up a perfect 5th and  replaced both E♭ and A♭ to avoid the repetition of pentatonic sounds. In addition, I slightly  adjusted the rhythm of the main melody by using rhythmic anticipations (Figure 7.63).      Figure 7.63: The second v",175,False,True,False,False
265,ornamentation,"to all the melody parts of the C section. Furthermore, I composed  background parts in the brass section by using close voicings, as well as musical ornamentation  such as trills in the woodwind section to mimic the idiomatic performances of pi jum  instruments and contribute more dynamic and musical intensity",126,False,True,False,False
265,thai_scale,"th new melodic material in red boxes.     For the fourth thematic variation (the recapitulation section), the original melody modulates  from F major pentatonic to D♭ major. This melodic pattern is performed by various  instruments: lead trumpet, lead trombone, and first tenor (soprano saxophone). This provid",126,False,True,False,False
266,harmony,z Orchestra Portraits of Thailand      250    Figure 7.65: The recapitulation section of the C section of “The Northern Rhapsody”  (mm.38-43).    The harmonic progressions in the C section are non-functional (Figure 7.66). My intention  here is to produce intriguing harmonies and an emotional atmosphere for audiences a,152,False,True,False,False
267,improvisation,"ers from 3/4 to 5/4, to 4/4, and  back to 3/4 to avoid the repetition of rhythmic ideas which often can occur in jazz ballads. I  designed the ad-lib improvisation of the second tenor to provide spontaneous interaction with                                                           323 “Fon Ngiew,”’s melody was t",182,True,True,False,False
268,rhythm,"hythmic  contradiction against the main melodic patterns and bass lines. As shown in figure 7.69, both  the organ and guitar players produced complex rhythm patterns in triplet and sixteenth-note  settings.",124,False,True,False,False
271,improvisation,"lody are those that are used to generate the harmonies, and  function as tension-producing pitches in those harmonies.     The F section is the first improvisation section, which develops towards the piece’s climax. In  this section, I employ several compositional techniques to stimulate audiences’ emotions. I",133,False,True,False,False
272,improvisation,"CHAPTER 7: Jazz Orchestra Portraits of Thailand      256  improvisation of drums also appears in the F section, generating a dynamic performance that  interacts with the melodic recapitulation and the tutti passage (Figur",89,False,True,False,False
273,improvisation,"e (mm. 84-89), as I attempt to encapsulate the story of  this composition before reaching its climax a few measures later.    Figure 7.74: The second improvisation section of “The Northern Rhapsody” (mm.84- 89).",102,False,True,False,False
274,jazz_chord,"is the H section. My primary  intention here is to create a release and unwind the audiences’ emotions after prolonged  listening to complex harmonic chord progressions, and to changing, irregular meters. To  provide such an even-tempered atmosphere decreased the musical intensity, I constructed a  simple chord prog",136,False,True,False,False
274,improvisation,CHAPTER 7: Jazz Orchestra Portraits of Thailand      258  The final section of improvisation in “The Northern Rhapsody” is the H section. My primary  intention here is to create a release and unwind the audiences’ emotions after prolonged  li,136,False,True,False,False
274,thai_scale,"and lead alto (soprano saxophone) in an 11/8 blues shuffle feel. Later on, the  guitar again imitates sueng performance, playing melodies in G major pentatonic and F major  pentatonic along with a tremolo technique. The ostinato in the bass also strengthens the  rhythmic stability of this section (Figure 7.7",136,False,True,False,False
275,rhythm,"in a second layer, which simulate Thai musical textures;   4) adapting Thai idiomatic instruments to jazz orchestra instruments;   5) modifying Thai rhythmic patterns to be used in the rhythm section such as in the  bass and percussion parts;   6) applying Thai compositional techniques to jazz orchestra compositio",353,True,True,False,True
275,cross_cultural,"my own interpretation to create complex layers where  Thai musical influences are intertwined with my original compositional material. This produces  hybridity that integrates the musical elements of jazz and Thai music, highlighting principles of  musical innovation. Examples of my compositional processe",353,True,True,False,True
276,improvisation,"parts of the original compositions, with one example being the presence of Thai musical  influences in the background as interplay with soloists in improvisation sections, where my  objective is to keep the Thai musical elements intact even when a soloist is improvising.  However, as mentioned previously in th",451,True,True,False,True
276,thai_scale,"ar,  or synthesizer, or I had to break such techniques down into small motifs so that a woodwind  instrument could execute them. Second, to avoid the pentatonic scale’s repetitive sound, which  is the core structure of many Thai music traditions, I used key modulation or slightly adjusted  interval patterns o",451,True,True,False,True
276,cross_cultural,"n when a soloist is improvising.  However, as mentioned previously in the introduction to this chapter, I situate these works as  examples of musical hybridization, which is defined as the blending of more than two distinct",451,True,True,False,True
278,improvisation,"ll of which came to  permeate both my written thesis and my compositions. In total, I created nine prototype  compositions, one double bass crossover improvisation, and seven jazz orchestra pieces  totaling 67 minutes. My thesis encompasses comprehensive analysis, and four chapters of  comprehensive discussions",220,True,True,False,False
279,rhythm,es include:     1) the comparison of Thai classical music to jazz musical forms;   2) the idiomatic improvisation of Thai classical musician based on luk tok similar to jazz  performers who learn to improvise by using target pitches;   3) the correlation between Thai classical compositional techniques and,340,True,True,False,False
279,thai_mode,"t pitches;   3) the correlation between Thai classical compositional techniques and the  compositional method of jazz (e.g., luk yon [pedal point] or thang plien [melodic  variation]);   4) the concept of thang khreuang dontri, which refers to a style of instrumental music used  in Thai classical perform",340,True,True,False,False
279,improvisation,lated to  my first research question). Some examples include:     1) the comparison of Thai classical music to jazz musical forms;   2) the idiomatic improvisation of Thai classical musician based on luk tok similar to jazz  performers who learn to improvise by using target pitches;   3) the correlation between,340,True,True,False,False
279,khaen,"endent melodic lines;   5) the performance of thang dio, which uses instrumental techniques similar to Western  music;  6) the performance methods of khaen, and pi jum, which are primarily based on the  construction of intervallic patterns similar to an approach to jazz improvisation;   7) the accompanim",340,True,True,False,False
280,rhythm,"rived from  the transcription of khuen hua pi techniques in Chapter 5;  4) the transcriptions of Thai classical music rhythms (nathap) and rong ngeng rhythmic  patterns, which were used in the bass parts in the original works; and   5) numerous Thai melodies that were obtained through the transcription processes and",407,True,True,False,False
280,improvisation,"pes of Thai music, allowing me to establish the concept of “the Thai sound” in  my consciousness, which was similar to my initial step in learning to improvise on jazz. The  successful output produced by the transcription process is explicitly illustrated in my analysis  in chapters on Thai traditions, my pr",407,True,True,False,False
280,khaen,"imulate melodies modeled (equivalent to jazz  licks) from Thai classical music and northern Thai salo (saw) pin transcriptions;   2) the imitation of khaen, phin, and sueng played by alto saxophone and guitar, which I  adapted from transcriptions of isan nuea music;   3) the compositional methods that I",407,True,True,False,False
281,khaen,", as mentioned by my interviewee  Somuek Saengarun and discussed in John Garzoli’s dissertation. These instruments, such as pi  nai, ranad ek, khlui, khaen, phin, pi nora, and sueng are frequently available in Western tunings that  may be ideal for jazz composers to use for transcription, and for hybridi",451,True,True,False,True
281,cross_cultural,"265  I have had to pay close attention to the amounts of Thai and jazz musical elements that I put  into this project in order to produce musical hybridizations, which are still innovative and  distinct from those created by other composers who have previously worked on cross-cultural  Thai music proj",451,True,True,False,True
282,rhythm,"when transcribing regional music  from the Northeast (khaen and phin performances) and the North (khap saw performances), I  observed that these two rhythmic patterns are characterized by rhythmic accents on the upbeat,  a feature shared with the swing feel. Having a rhythmic similarity can be beneficial when  att",422,True,True,False,True
282,khaen,"the rhythms of Thai classical  music, which I will attempt in a future project. Interestingly, when transcribing regional music  from the Northeast (khaen and phin performances) and the North (khap saw performances), I  observed that these two rhythmic patterns are characterized by rhythmic accents on t",422,True,True,False,True
282,cross_cultural,"e of the most important developments I have made as a result of this research is in my  artistic identity and position as composer engaged in musical hybridization. My artistic aim is  to offer Thai musical qualities and express the essence of Thai music through a contemporary  perspective, as indicated b",422,True,True,False,True
283,cross_cultural,"l traditions with different origins. My musicianship and jazz expertise collided with  my Thai identity to generate musical works that I refer to as “hybrid products.” These musical  hybridizations came about through the infusion, integration, and exchange of jazz  compositional techniques and Thai music",365,True,True,False,True
286,improvisation,"reating Ronggeng in Malaysia.”  Journal of Musicological Research 24 no.3-4 (2005), 287–307.    Berliner, Paul. Thinking in Jazz: The Infinite Art of Improvisation. Chicago: University of Chicago  Press, 1994.    Bohlman, Philip, Plastino Gofferdo. Jazz Worlds/World Jazz. Chicago: University of Chicago  Press, 2",293,False,True,False,True
286,khaen,"270  BIBLIOGRAPHY     Adler, Christopher. “Khaen the bamboo free-reed mouth organ of Laos and Northeast  Thailand: Notes for Composers.” <http://christopheradler.com/khaen-for-composers.pdf>.  17 Ju",293,False,True,False,True
286,cross_cultural,"Khun Chang Khun Phaen. Chiang Mai: Silkworm Books, 2010.    Baldacchino, Jean Paul and Carosone, Renato. “Neapolitan Music: Challenging Paradigms of  Hybridity in the Mediterranean.” Mediterranean Studies 26 no. 1(2018), 54-79.    Bhabha, Homi K. The Location of Culture. London: Routledge, 1994.    Beng,",293,False,True,False,True
287,thai_mode,"e Sanctified to Swing: A Biography of Don  Ellis.” PhD Diss., University of Pittsburgh. 2004.    Garzoli, John and Binson, Bussakorn. “Improvisation, Thang, and Thai Musical Structure.”  Musicology Australia 40 no.12 (2018), 45-62.   ———. “Intonational, Idiomatic, and Historical Factors That Shape Contem",301,True,True,False,True
287,improvisation,"esn’t have to be Sanctified to Swing: A Biography of Don  Ellis.” PhD Diss., University of Pittsburgh. 2004.    Garzoli, John and Binson, Bussakorn. “Improvisation, Thang, and Thai Musical Structure.”  Musicology Australia 40 no.12 (2018), 45-62.   ———. “Intonational, Idiomatic, and Historical Factors That Shape",301,True,True,False,True
287,khaen,"1  Chaisare, Phichit. A Thai musical analysis. Bangkok: CU press, 2016.  Champadaeng, Sitthisak, Buengbon, Apisit, Sriphet Kla, Sapso, Kailurk. “Isan Khaen Player:  Technique, Method, and Success in Playing.” Journal of Humanities and Social Sciences  Mahasarakham University 38 no.1, 63-74.    Chantasorn",301,True,True,False,True
287,cross_cultural,"ch and Development Journal Suan Sunandha Rajabhat  University” 9 no. 2 (2017): 158-166.    Chucherdwatanasak, Nathinee. “Narong Prangcharoen and Thai cross-cultural fusion in  contemporary composition.” Master’s thesis, University of Missouri- Kansas City. 2014.    Cooke, Mervyn and Horn, David. The Cambridge Com",301,True,True,False,True
288,cross_cultural,"thy, David. “Melayu Music of North Sumatra.” PhD diss., Monash University.  1979.    Harnish, David and Wallach, Jeremy. “Dance to Your Roots’: Genre Fusion in the Music of  Indonesia’s Krakatau.” Asian Music 44, no.2 (2013), 115-134.    Hernandez, Raphael and Shannon, Raphael. Afro-Asian Encounters: Cult",288,False,True,False,True
289,improvisation,"san Music as Image: A Positive Identity for the  People of Northeast Thailand,” PhD Diss., Kent State University. 2011.    Narkong, Anant. “Aspect of Improvisation in Thai Classical Drumming with special  reference to the Taphon.” Master’s thesis, University of London. 1992.",314,True,True,False,False
292,khaen,"a. Rong Ngeng, A Southern Thai Folk Dance. Yala: Yala Rajabhat University.   1988.    Wattanapipha, Kanjana and Nakrob, Saran. “An Application of the Phin and Vote Musical  Instruments of Mongkol Utok for Playing with Western Musical Instruments.” Humanities  Journal, Kasetsart University 17 no. 2, (201",281,True,True,False,False
320,thai_mode,"se when performing such techniques?    SS: To begin, you must understand that Thai classical music is separated into two categories:  phleng bangkhap thang (a composition which does not enable a musician to improvise) and phleng  mai bangkhap thang (a composition that allows a player to improvise). “Lao",364,True,False,False,False
320,improvisation,"sical technique  in which a player asks that a fundamental melody be interpreted and played on their  instruments)? To what extent can Thai musicians improvise when performing such techniques?    SS: To begin, you must understand that Thai classical music is separated into two categories:  phleng bangkhap th",364,True,False,False,False
321,rhythm,"which is similar to the augmentation and diminution strategies I  described earlier. However, Thai composers must pay close attention to the sound of luk tok  (target pitches) when using this method.    TC: Yes, I've learned that several Thai compositional techniques are similar to those employed  in weste",381,True,False,False,False
321,thai_mode,"or new creations. This could be accomplished using a  variety of strategies, such as augmentation and diminution techniques, melodic embellishments  (thang kro, luk leuam), building extra sections (luk yon), and so on. Lastly, composers may use the  thao compositional method, which is similar to the augm",381,True,False,False,False
322,ornamentation,"distinct accent different than someone from the  south. As a result, I believe this method has had a significant impact on how we perform music.  The ornamentation employed during performances in these two styles of music appears to be  different. The ranges used in these two pieces of music are also distinctive",439,True,False,False,False
322,khaen,"s to sing several compositions in samniang lao, and jin].  Taking “Lao Pan” as an example, I believe the goal of this piece is to mimic the sound of  khaen's drones. And, you may be mistaken if you believe the khaen is only played in the  northeast of Thailand or in modern-day Laos. Several pieces of evi",439,True,False,False,False
323,cross_cultural,"h composers. I don’t mean other things when I say respect; rather, respect yourself for  how much Thai classical music you know before embarking on a cross-cultural project. So,  once they’ve determined their level, they can select a reasonable degree of Thai classical music  knowledge to incorporate into their m",361,True,True,False,True
324,rhythm,"C: Could you please give brief examples of musical elements of flamenco that you apply to  your jazz orchestra compositions (e.g., modes, melodic and rhythmic patterns, forms,  traditional instruments timbre, etc.)?   PS: Well, an example I don’t know. I think you have to know a little of the fundamentals of  flame",332,False,True,False,False
325,improvisation,"encountered? In particular, when combining  Spanish with jazz music.  PS: Well, I think jazz and flamenco have a lot of things in common and a lot of improvisation  too. Um…. I had a little problem. I decided to try not to do it in the very swing way because I  think swing doesn’t fit much in flamenco, so most o",413,False,True,False,True
325,cross_cultural,"d you comment  on this?    PS: The Phrygian is the one used in flamenco, and it’s also very popular in eastern music.  TC:  Ok, in terms of composing cross-cultural music for a jazz orchestra, what are common  issues or prominent obstacles that you have encountered? In particular, when combining  Spanish with jaz",413,False,True,False,True
326,cross_cultural,"ou decided to  be a jazz composer who combines the musical elements of your country with jazz?  PS: I think the audience is very open to this kind of cross-cultural thing. Yeah, and the things  and they really love are definitely the dancer, which I think is a key point. Most of the audience  really them. And, th",442,False,True,False,True
327,cross_cultural,"APPENDIX B: Interviews      311  PS: The advice that I would like to give to someone who aspires to be a cross-cultural jazz  composer is that he or she should be concerned in both [types of] music, and he or she should  study both of them deeply, and the more deeply h",165,False,True,False,True
367,improvisation,& Alto 1 1 Ó Œ œ# œ (the player may improvise over the melodic lines (cadenza) extended techniques are allowed if possible) {A} P Rubato 2 œ# œ œ œ# œ œ œ œ œ œ œ œ 3 œ# œ œ œ# œ œ ˙ 4 œ# œ œ œ œ,246,False,False,False,False
482,improvisation,Set Piano ∑ ∑ Flute ∑ Flute ∑ Clarinet ∑ Clarinet ∑ bass clarinet ∑ Flugel ∑ ∑ ∑ ∑ ∑ ∑ ∑ œ œ# œ œœœ## œœœ œ œ  volume swell rubato  (the player may  improvise over given melodies) ∑ ∑ ∑ 1 ∑ using two snares 1. fat sound   2. side snare w./ splash cymbal    q=64 (slow) {A} F Öto h^a^r^m^on Öto h^a^r^m^on Öto,291,False,False,False,False
508,improvisation,’ ’ ’ ’ 2 x x œ œ x x œ œ x Ó x Ó ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ’ ’ 3 x x œ œ x x œ œ x Ó x Ó ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ (collective improvisation) ∑ ∑ ∑ ’ ’ ’ ’ ’ ’ 4 ’ ’ ’ ’ ’ ’ fill ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ’ ’ (solo) ’ ’ ’ ’ ’ ’ (solo w/ plunger+growl effect) ∑ ∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ’ ’ (solo w/ dist,355,False,True,False,True
508,cross_cultural,t Rhodes ∑ ∑ soprano sax ∑ ∑ soprano sax ∑ ∑ ∑ ∑ ∑ Flugel ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ afro cuban rhy. ’ ’ ’ ’ ’ ’ 1 x x œ œ x x œ œ x Ó x Ó       q = 210 (Afro-fusion) {A} Öto h^a^r^m^on Öto p^l^u^n^g^er f ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ Flugel ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ’ ’ 2 x x œ œ x x œ œ x Ó x Ó ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑,355,False,True,False,True
541,cross_cultural,.˙ ∑ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ œ œ œ œ œ (back to ride) ’ ’ ’ ’ ’ ’ back to congas (afro beats) 177 x x x x xœ x x x .˙ .˙ D7sus C7sus C7sus f Afro-Fusion f F > > > > > > > > > > > > > > > > > > > > > > > > > >   DANCE OF KINNARI (SINGORA) 36 525,525,False,False,False,True
617,cross_cultural,Bb Tpt. 4 Tbn. 1 Tbn. 2 Tbn. 3 B. Tbn. Gtr. E.B. Perc. D. S. Pno. ∑ ∑ ∑ ∑ (soprano sax) ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ œ œœœ œ œ œ œ œ œ œ ∑ 5 ∑ q = 121 (Fusion+electronic) {B} bass starts ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ œ œ œb œ œ œb œn œ œb œ œ ∑ 6 ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ œ œœœ œ œ œ œ œ œ ∑ 7,269,False,False,False,True
670,improvisation,’ ’ ’ ’ ’ ’ ∑ 305 ’ ’ ’ ’ w w w w w w w ’ ’ ’ ’ w w w w w w ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ∑ 306 ’ ’ ’ ’ ∑ ∑ ∑ ∑ ∑ ∑ to bass clarinet ∑ ’ ’ ’ ’ free improvisation (only tpt.+ drum)   ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ ∑ 307 ’ ’ ’ ’ solo w./ trt. solo (slow tempo) {J} q =98 > > > > > >   EPILOGUE (PATCHIM)   57 654,283,False,True,False,False
